claim_id,claim_date,order_id,device_id,issue_type,severity,warranty_approved,replacement_ship_days,notes
CLM-325720180,2025-06-30,ORD-8530904,DEV-1512310302,Sound Distortion,med,1.0,5.0,
CLM-776822886,2024-03-02,ORD-3000764,DEV-5628146210,Connectivity,med,1.0,2.0,no fault found
CLM-338430005,2024-09-12,ORD-5771167,DEV-8750072993,Physical Damage,low,1.0,7.0,customer reports intermittent issue
CLM-241162891,2024-12-16,ORD-4160698,DEV-9634729829,Software,high,1.0,,no fault found
CLM-228618327,2025-03-02,ORD-6931328,DEV-2074303796,Sound Distortion,med,1.0,7.0,needs firmware
CLM-769769183,2024-10-23,ORD-8471035,DEV-4542257079,,high,1.0,2.0,
CLM-148441041,2025-05-22,ORD-1959840,DEV-2504309148,Mic issues,med,1.0,7.0,repeat failure
CLM-804087612,2024-04-13,ORD-9335141,DEV-8994942649,Software,low,1.0,5.0,customer reports intermittent issue
CLM-218084761,2025-05-12,ORD-2551589,DEV-5357630689,Battery,med,1.0,10.0,needs firmware
CLM-983343961,06/10/2025,ORD-7250446,DEV-1940545990,Sound Distortion,med,0.0,3.0,customer reports intermittent issue
CLM-617762521,2025-01-01,ORD-1955954,DEV-5575251119,Connectivity,med,,7.0,needs firmware
CLM-429116104,2024-04-11,ORD-3030170,DEV-8037135964,Overheating,low,1.0,3.0,no fault found
CLM-290638310,2024-10-15,ORD-9709954,DEV-5027209584,Sound Distortion,,1.0,3.0,needs firmware
CLM-136289581,2025-07-21,OR-3933386,DEV-4898225364,Overheating,low,1.0,7.0,customer reports intermittent issue
CLM-137077713,2024-11-29,ORD-2423232,DEV-1496754718,Overheating,low,1.0,2.0,
CLM-422186021,2025-05-21,ORD-3684586,DEV-5681954288,Physical Damage,critical,1.0,7.0,needs firmware
CLM-124305271,2024-12-29,ORD-4924494,DEV-4870158326,Physical Damage,low,1.0,2.0,repeat failure
CLM-602636821,2024-04-04,OR-9309109,DEV-9356917452,Software,high,1.0,,no fault found
CLM-533821269,2025-03-07,ORD-3500175,DEV-9715288789,Sound Distortion,critical,1.0,7.0,customer reports intermittent issue
CLM-816876792,2024-01-21,ORD-2557516,DEV-8611525889,Software,low,1.0,,customer reports intermittent issue
CLM-381142745,2024-08-24,ORD-5424460,DEV-1282449336,Battery,high,1.0,7.0,
CLM-986475990,2024-01-18,ORD-7960362,DEV-8038199310,Overheating,high,1.0,7.0,
CLM-997142881,2024-04-30,ORD-9431234,DEV-1598933886,Connectivity,low,1.0,,no fault found
CLM-822805324,2025-11-06,ORD-7074551,DEV-2864076475,Connectivity,high,1.0,7.0,
CLM-124628327,2024-05-28,ORD-9555252,DEV-4111693618,Battery,low,1.0,3.0,
CLM-902511014,2025-02-09,ORD-9394874,DEV-4194750455,Connectivity,low,1.0,3.0,no fault found
CLM-884186508,2025-09-26,ORD-7772469,DEV-8932718217,Software,med,0.0,5.0,no fault found
CLM-689145865,2025-07-04,ORD-7365704,DEV-6495107389,Software,low,1.0,5.0,
CLM-202288810,2025-10-20,ORD-2857107,DEV-6031624191,Software,med,0.0,3.0,customer reports intermittent issue
CLM-507959946,2025-10-30,ORD-5296086,DEV-8076542649,Software,high,1.0,,no fault found
CLM-399114858,2024-03-07,ORD-5184955,DEV-7558947754,Software,low,1.0,7.0,no fault found
CLM-336704501,2025-11-07,ORD-8812404,DEV-5660184267,Software,high,1.0,7.0,customer reports intermittent issue
CLM-403656588,2024-08-13,ORD-1132416,DEV-9260595964,Battery,high,1.0,5.0,no fault found
CLM-275418538,2024-06-26,ORD-9255053,DEV-4085436868,Software,med,1.0,2.0,needs firmware
CLM-135663614,2024-07-21,ORD-9736343,DEV-1143753342,Battery,low,1.0,,customer reports intermittent issue
CLM-751912385,2025-10-22,ORD-6032806,DEV-4916180385,Battery,low,1.0,3.0,customer reports intermittent issue
CLM-275525433,2024-08-27,OR-4041655,DEV-7013871768,Overheating,low,1.0,3.0,customer reports intermittent issue
CLM-871194112,2025-02-23,ORD-1583775,DEV-3584703554,Mic issues,low,1.0,7.0,customer reports intermittent issue
CLM-962649702,2025-03-18,ORD-8678428,,Overheating,low,1.0,5.0,repeat failure
CLM-370435306,2024-05-31,ORD-4526537,DEV-1538444222,Sound Distortion,high,1.0,5.0,
CLM-956409158,2024-05-02,ORD-2241228,DEV-1056962991,Sound Distortion,low,1.0,5.0,repeat failure
CLM-613994260,2024-09-13,ORD-2078702,DEV-8194515431,Sound Distortion,low,1.0,3.0,customer reports intermittent issue
CLM-440310043,2024-09-07,ORD-6694142,DEV-2218792081,Connectivity,med,1.0,3.0,
CLM-518582428,2024-03-22,ORD-4019353,DEV-2864126807,Overheating,med,1.0,7.0,no fault found
CLM-250395983,2025-08-08,ORD-6501961,DEV-7903545002,Sound Distortion,med,1.0,,no fault found
CLM-536716377,2025-05-26,ORD-5123059,DEV-4560282045,Connectivity,med,1.0,2.0,repeat failure
CLM-860336065,2024-03-27,ORD-2465342,DEV-1003109894,Mic issues,med,1.0,2.0,no fault found
CLM-304066609,2024-08-20,ORD-8265610,,Physical Damage,high,1.0,5.0,customer reports intermittent issue
CLM-359122542,2024-10-31,ORD-7759049,DEV-5697874488,Battery,med,1.0,5.0,needs firmware
CLM-616272917,2024-09-30,ORD-9829632,DEV-3251746711,Battery,,1.0,2.0,needs firmware
CLM-854723158,11/28/2024,ORD-2649061,DEV-9906355316,Battery,high,1.0,3.0,no fault found
CLM-997212303,2024-08-04,ORD-5671477,DEV-8187722614,Software,low,1.0,3.0,no fault found
CLM-531797959,2024-03-30,ORD-7954558,DEV-2279085185,Physical Damage,med,1.0,5.0,repeat failure
CLM-602190428,2024-06-21,ORD-1351788,DEV-1299929639,,high,1.0,5.0,repeat failure
CLM-906903368,2024-03-31,OR-7454440,DEV-4007365278,Physical Damage,low,1.0,7.0,
CLM-974846332,2024-04-03,ORD-3250186,DEV-1597255360,Software,med,1.0,3.0,no fault found
CLM-740108142,2025-01-04,ORD-3147450,DEV-9200258622,Software,med,1.0,,customer reports intermittent issue
CLM-585991402,10/01/2025,OR-5445374,DEV-6888854983,Physical Damage,low,0.0,5.0,
CLM-700962672,2024-10-24,ORD-2894087,DEV-1017220472,Sound Distortion,high,1.0,10.0,repeat failure
CLM-346275878,2025-06-27,ORD-5665936,DEV-4524655168,Physical Damage,med,1.0,7.0,customer reports intermittent issue
CLM-629089824,2025-05-13,ORD-5755463,DEV-5705491685,Battery,low,0.0,7.0,customer reports intermittent issue
CLM-878469364,2025-05-06,ORD-9703270,DEV-5952735505,Sound Distortion,low,1.0,5.0,customer reports intermittent issue
CLM-154042175,2024-05-22,ORD-8411131,DEV-6597934134,Software,low,1.0,10.0,
CLM-222776875,2025-06-08,ORD-6918153,DEV-3123830957,,med,1.0,5.0,repeat failure
CLM-503017467,2024-03-11,ORD-8149775,DEV-9297445856,Software,med,0.0,5.0,
CLM-319465914,2025-10-26,ORD-1022103,DEV-2164542322,Software,high,1.0,5.0,
CLM-126334240,2024-02-23,ORD-8891176,DEV-4037123089,Connectivity,low,1.0,7.0,customer reports intermittent issue
CLM-430912371,2025-06-08,ORD-9337279,DEV-2820711364,Overheating,high,1.0,2.0,customer reports intermittent issue
CLM-146804182,2025-04-25,ORD-5190415,DEV-4254862837,Software,med,1.0,3.0,
CLM-627891406,10/02/2024,ORD-4147112,DEV-5117758404,Software,med,1.0,2.0,no fault found
CLM-221582858,2024-06-07,ORD-4767717,DEV-7602479109,,high,1.0,3.0,customer reports intermittent issue
CLM-693519465,2025-04-17,ORD-8185524,DEV-3783752814,Sound Distortion,critical,1.0,,customer reports intermittent issue
CLM-337277232,2025-02-01,ORD-1038541,DEV-5484140663,Battery,high,1.0,3.0,customer reports intermittent issue
CLM-811468206,2025-11-07,ORD-9246839,DEV-4717950116,Connectivity,med,0.0,3.0,customer reports intermittent issue
CLM-964193656,2024-10-03,ORD-6614335,DEV-5978162882,Battery,med,1.0,10.0,repeat failure
CLM-975706488,2024-08-08,ORD-5549753,DEV-7524339177,Software,low,0.0,3.0,customer reports intermittent issue
CLM-779948853,2025-05-28,ORD-5668604,DEV-5137524575,Physical Damage,low,1.0,5.0,customer reports intermittent issue
CLM-569263349,2024-03-25,ORD-6292321,DEV-3099158759,Physical Damage,low,1.0,5.0,no fault found
CLM-282532864,2025-01-08,ORD-2486449,DEV-9426013959,Overheating,low,0.0,10.0,no fault found
CLM-871079952,2024-10-10,ORD-7824021,DEV-5788746934,,low,1.0,10.0,customer reports intermittent issue
CLM-188035566,2024-11-25,ORD-8950778,DEV-3733094067,Software,med,1.0,5.0,customer reports intermittent issue
CLM-489049341,2024-01-14,ORD-1792919,DEV-1961163542,,low,1.0,2.0,customer reports intermittent issue
CLM-764126449,2025-03-10,ORD-5851845,DEV-1352609182,Sound Distortion,high,1.0,,
CLM-357849470,2025-12-21,ORD-2761424,DEV-4131652865,Battery,high,1.0,2.0,
CLM-124387029,2024-03-04,ORD-5961231,DEV-6915177571,Physical Damage,med,1.0,,no fault found
CLM-235060565,2025-09-27,ORD-5074317,DEV-3171809954,Software,med,1.0,5.0,customer reports intermittent issue
CLM-492492969,2025-12-18,ORD-4595900,DEV-9809744381,Connectivity,low,1.0,3.0,
CLM-794435437,2024-02-17,ORD-6694142,DEV-4337345484,Physical Damage,critical,0.0,10.0,customer reports intermittent issue
CLM-516930149,2025-03-13,ORD-8446259,DEV-5645352504,Software,,1.0,5.0,no fault found
CLM-171871900,10/06/2024,ORD-8626595,,Connectivity,med,0.0,5.0,no fault found
CLM-463321628,2024-05-13,ORD-5923065,DEV-3546317206,Connectivity,med,1.0,3.0,no fault found
CLM-786879921,2025-06-03,ORD-3833857,,Connectivity,med,1.0,5.0,needs firmware
CLM-282840269,2025-04-23,ORD-5515271,DEV-9578561596,Battery,low,1.0,2.0,repeat failure
CLM-267312012,2025-10-29,ORD-5063117,DEV-3973756409,Physical Damage,low,1.0,5.0,no fault found
CLM-916680211,09/14/2025,ORD-2242591,DEV-3071449429,Connectivity,low,0.0,10.0,customer reports intermittent issue
CLM-440298709,2024-07-09,ORD-5755911,DEV-5810034727,Sound Distortion,high,1.0,5.0,
CLM-675153452,2025-08-20,ORD-6577327,,Overheating,med,1.0,7.0,customer reports intermittent issue
CLM-495697078,2025-10-25,ORD-5143750,DEV-8737543763,Physical Damage,high,0.0,5.0,
CLM-521238913,2025-06-26,ORD-6862603,DEV-9668490829,Software,med,1.0,5.0,customer reports intermittent issue
CLM-872363151,2024-08-16,ORD-8760485,DEV-9576673728,Software,,1.0,3.0,
CLM-647628320,2025-07-31,ORD-3706957,DEV-3121144190,Software,high,1.0,7.0,needs firmware
CLM-611322245,2025-05-31,ORD-5953137,DEV-8601863367,Connectivity,med,1.0,7.0,no fault found
CLM-532438928,2024-06-10,ORD-5427053,DEV-6245901617,Software,low,1.0,3.0,
CLM-788817957,2024-04-01,ORD-3526321,DEV-6391486381,Connectivity,high,1.0,3.0,customer reports intermittent issue
CLM-956166664,2025-08-05,ORD-6218335,DEV-3727294769,Sound Distortion,high,1.0,10.0,customer reports intermittent issue
CLM-272026554,2025-08-25,ORD-7912744,DEV-6400378626,Software,low,1.0,5.0,needs firmware
CLM-661270530,2024-06-24,ORD-6165354,DEV-6622466677,Connectivity,med,,7.0,customer reports intermittent issue
CLM-367808799,2024-09-14,ORD-3399226,DEV-1956085399,Overheating,med,0.0,7.0,no fault found
CLM-240493501,2025-11-03,ORD-7648837,DEV-4969642559,Battery,med,1.0,,customer reports intermittent issue
CLM-655580398,2024-03-09,ORD-9941183,DEV-5483407610,Connectivity,med,1.0,7.0,customer reports intermittent issue
CLM-979196253,2025-05-03,ORD-4939191,DEV-7343340741,Software,med,1.0,10.0,
CLM-565534386,2024-12-16,ORD-4227105,DEV-7992381732,Software,high,1.0,3.0,no fault found
CLM-168636179,10/17/2024,ORD-4875602,DEV-5393831742,Software,low,0.0,3.0,customer reports intermittent issue
CLM-655098175,2025-10-29,ORD-1332727,DEV-3533560171,Physical Damage,high,1.0,5.0,no fault found
CLM-498954192,2025-03-16,ORD-8559079,DEV-6930502962,Physical Damage,low,1.0,,
CLM-944527157,2025-10-21,ORD-8391901,DEV-7317945499,Sound Distortion,low,1.0,10.0,customer reports intermittent issue
CLM-261267909,2024-05-04,ORD-7649564,DEV-6422668648,Overheating,low,1.0,5.0,no fault found
CLM-395404546,2025-11-26,ORD-4034921,DEV-3396086481,Sound Distortion,critical,0.0,10.0,no fault found
CLM-385679776,2024-10-05,ORD-2009121,DEV-9158669624,,low,1.0,,repeat failure
CLM-726010222,2025-02-02,ORD-5930083,DEV-4764881800,Physical Damage,low,1.0,7.0,repeat failure
CLM-978680310,2025-07-03,ORD-9838754,DEV-7053466375,Mic issues,low,1.0,10.0,repeat failure
CLM-870308155,2025-06-30,ORD-3058776,DEV-7943506124,Sound Distortion,low,1.0,5.0,repeat failure
CLM-568652838,2025-07-13,ORD-1060614,DEV-5934056170,Software,high,0.0,5.0,
CLM-204540052,2024-03-11,ORD-5645771,DEV-4000157095,Connectivity,low,1.0,5.0,no fault found
CLM-360601967,2024-08-25,ORD-7537447,DEV-3107833160,Software,med,1.0,10.0,customer reports intermittent issue
CLM-757378323,2024-09-29,ORD-1774790,DEV-2346645880,Connectivity,med,1.0,7.0,no fault found
CLM-900369852,2025-05-26,ORD-1165837,DEV-3735091121,Sound Distortion,med,1.0,3.0,needs firmware
CLM-348817186,2024-01-10,ORD-9335422,DEV-8178444361,,med,1.0,7.0,repeat failure
CLM-303575820,2025-11-21,ORD-1193276,DEV-2662224154,Overheating,med,1.0,,no fault found
CLM-103664408,2025-02-28,ORD-5375294,DEV-1464929622,Physical Damage,med,1.0,7.0,customer reports intermittent issue
CLM-864655085,2024-07-31,ORD-8559572,DEV-3154775196,Software,med,1.0,10.0,customer reports intermittent issue
CLM-260915528,2025-01-06,ORD-6968755,DEV-9364831414,Battery,high,,3.0,customer reports intermittent issue
CLM-595422784,2025-07-21,ORD-7710559,,Overheating,low,0.0,5.0,repeat failure
CLM-476977189,10/18/2025,ORD-8403224,DEV-4502414628,Connectivity,med,1.0,3.0,
CLM-150746093,2024-07-08,ORD-5471508,,Physical Damage,high,1.0,10.0,repeat failure
CLM-850817413,05/03/2024,ORD-4020708,DEV-7026318132,Sound Distortion,high,1.0,,repeat failure
CLM-992135227,2025-05-20,ORD-4825130,DEV-8461368029,Connectivity,med,1.0,3.0,customer reports intermittent issue
CLM-218164559,2024-10-17,ORD-1234426,DEV-4417343701,Software,med,,5.0,customer reports intermittent issue
CLM-719929773,2025-02-17,ORD-1945741,DEV-3768263341,Connectivity,med,0.0,2.0,customer reports intermittent issue
CLM-311668970,2024-07-28,ORD-2249717,,Battery,critical,1.0,3.0,
CLM-999827080,2025-06-29,ORD-6201627,DEV-4427233450,Sound Distortion,,1.0,5.0,repeat failure
CLM-257456928,2025-04-26,ORD-4501015,DEV-7965997893,Battery,med,0.0,5.0,customer reports intermittent issue
CLM-658223754,2025-09-08,ORD-5048511,DEV-3420845796,Battery,low,1.0,2.0,customer reports intermittent issue
CLM-121259085,04/11/2024,ORD-5873082,DEV-1940545990,,med,1.0,2.0,no fault found
CLM-431371426,2025-05-02,ORD-3895506,DEV-5497027031,Sound Distortion,med,1.0,7.0,needs firmware
CLM-562347806,2025-08-07,ORD-7742367,DEV-6513024598,Sound Distortion,high,0.0,7.0,repeat failure
CLM-306623028,2025-02-09,ORD-3680733,DEV-4076559327,Connectivity,med,1.0,3.0,no fault found
CLM-522883682,2024-01-27,ORD-5702417,DEV-7299429450,Sound Distortion,low,1.0,,needs firmware
CLM-784649224,2024-12-12,ORD-4865619,DEV-7309639914,Physical Damage,med,0.0,5.0,customer reports intermittent issue
CLM-435870979,2024-09-15,ORD-2988976,DEV-7084569898,Software,low,0.0,5.0,no fault found
CLM-936580237,2024-06-06,OR-1309834,DEV-4161333448,Overheating,med,0.0,3.0,needs firmware
CLM-603360198,2025-03-06,ORD-6784132,DEV-2204900206,Software,med,1.0,7.0,repeat failure
CLM-182058134,2024-07-20,ORD-8687834,DEV-7869600364,Connectivity,low,1.0,,
CLM-501271925,2025-01-26,ORD-4779728,DEV-5914795886,Physical Damage,high,1.0,,
CLM-512721519,2025-01-11,ORD-6263081,DEV-5916249024,Physical Damage,low,1.0,5.0,
CLM-729850750,2024-01-21,ORD-2470095,DEV-1690933638,Overheating,low,0.0,,customer reports intermittent issue
CLM-579483326,2024-01-09,ORD-5542270,DEV-4385253967,Battery,med,1.0,3.0,no fault found
CLM-676696591,2025-10-24,ORD-6351798,DEV-1558305950,,med,1.0,5.0,no fault found
CLM-816914259,2025-09-21,ORD-1508589,DEV-7229360591,Software,med,0.0,,repeat failure
CLM-826617580,2025-04-30,ORD-5497159,DEV-7024179571,Sound Distortion,critical,1.0,3.0,
CLM-140710461,2025-05-21,ORD-4695247,DEV-6953108407,Software,med,,5.0,needs firmware
CLM-908228206,2025-08-27,ORD-4833044,DEV-8993261834,Sound Distortion,low,0.0,10.0,
CLM-668685071,2025-01-17,ORD-9834970,,Connectivity,low,1.0,5.0,
CLM-442849799,2024-04-14,ORD-1208490,DEV-2084411173,Physical Damage,low,0.0,7.0,no fault found
CLM-134344761,2025-11-28,ORD-7026812,DEV-5320716270,Battery,high,1.0,2.0,
CLM-534461378,2024-03-08,ORD-4464663,,Sound Distortion,low,1.0,10.0,no fault found
CLM-812481227,2024-01-17,ORD-4402464,DEV-4991443278,Software,low,1.0,2.0,customer reports intermittent issue
CLM-283216639,2025-07-05,ORD-6920126,DEV-1558739878,Software,high,1.0,5.0,repeat failure
CLM-565789116,2025-06-07,ORD-8110462,DEV-5170877006,Software,med,1.0,3.0,customer reports intermittent issue
CLM-606198608,2025-03-17,ORD-3676127,DEV-4131652865,Physical Damage,med,,5.0,repeat failure
CLM-331491746,2024-12-11,ORD-1151097,DEV-6255274171,Sound Distortion,high,1.0,10.0,needs firmware
CLM-237465877,2024-07-07,ORD-4104571,DEV-2935933722,,critical,1.0,,customer reports intermittent issue
CLM-925597827,2025-06-05,ORD-9027812,DEV-7895370352,Mic issues,low,1.0,10.0,customer reports intermittent issue
CLM-535574586,2025-06-27,ORD-7339348,,Connectivity,med,1.0,3.0,needs firmware
CLM-446609963,2024-06-27,ORD-2647718,DEV-1916215371,Physical Damage,med,1.0,2.0,
CLM-372342418,2025-03-10,ORD-4986402,DEV-7097005660,Physical Damage,high,1.0,,
CLM-257999719,2025-11-11,ORD-2623362,DEV-7410031020,Connectivity,med,1.0,2.0,needs firmware
CLM-871605095,2025-08-06,ORD-3257399,DEV-6376332243,,low,1.0,2.0,customer reports intermittent issue
CLM-966434099,2025-06-23,ORD-6519451,DEV-3902312435,Connectivity,med,,7.0,needs firmware
CLM-387615611,2024-06-07,ORD-8344806,DEV-5514050134,Overheating,critical,1.0,5.0,customer reports intermittent issue
CLM-336480787,01/04/2024,ORD-7941731,DEV-8292675386,Overheating,med,0.0,7.0,needs firmware
CLM-367791254,2025-03-15,ORD-9311581,DEV-2709296728,Physical Damage,med,1.0,3.0,customer reports intermittent issue
CLM-370778636,2024-04-27,ORD-1583170,DEV-2312321856,Overheating,high,1.0,5.0,
CLM-443648376,2025-05-31,ORD-4599756,DEV-4204701517,Mic issues,,1.0,7.0,
CLM-380502200,2024-10-07,ORD-1045552,DEV-4870158326,Connectivity,high,1.0,2.0,
CLM-113375320,2024-02-02,ORD-5985178,DEV-6332607347,Physical Damage,med,1.0,3.0,no fault found
CLM-378993805,2024-02-05,ORD-9466493,DEV-5253909050,Sound Distortion,low,1.0,5.0,no fault found
CLM-961484356,09/11/2025,ORD-5062263,DEV-8538911338,Connectivity,critical,1.0,5.0,
CLM-305064127,2024-01-30,ORD-8891176,DEV-4799464099,Battery,high,1.0,7.0,no fault found
CLM-138785022,2025-11-24,ORD-2621876,DEV-2237634959,Mic issues,high,1.0,,
CLM-814195942,2024-10-22,ORD-5409236,DEV-2781202406,Overheating,low,1.0,10.0,no fault found
CLM-324205356,2024-04-03,ORD-6861872,DEV-9457634418,Sound Distortion,high,1.0,7.0,repeat failure
CLM-200243799,2025-03-17,ORD-1022340,DEV-1823298741,Software,low,1.0,2.0,repeat failure
CLM-888217968,2025-01-25,ORD-8210924,DEV-6551484064,Sound Distortion,med,1.0,3.0,customer reports intermittent issue
CLM-835192456,2024-03-18,ORD-5033422,DEV-2927654480,Software,med,1.0,5.0,needs firmware
CLM-962159401,2025-01-07,ORD-2349799,,Mic issues,low,1.0,10.0,customer reports intermittent issue
CLM-372797586,2024-05-09,ORD-4447445,DEV-6136463901,Connectivity,med,,,
CLM-394267525,2025-10-29,ORD-3645451,DEV-9264063291,Overheating,low,1.0,3.0,customer reports intermittent issue
CLM-647377011,2025-09-27,ORD-3760763,DEV-4448521710,Physical Damage,high,1.0,2.0,repeat failure
CLM-742325081,2024-10-05,ORD-7679263,DEV-5187731090,Connectivity,low,0.0,,needs firmware
CLM-149796498,2024-11-30,ORD-7760232,DEV-9649459430,Physical Damage,high,1.0,5.0,no fault found
CLM-675484404,2024-10-03,ORD-5097088,DEV-4096929463,Connectivity,high,0.0,10.0,customer reports intermittent issue
CLM-922230868,2025-03-21,ORD-3745561,DEV-6140365572,Software,med,1.0,,no fault found
CLM-583498351,2025-03-28,ORD-8448596,DEV-9415186200,Overheating,low,1.0,,customer reports intermittent issue
CLM-895479289,2024-06-07,ORD-3454914,DEV-8043053505,Physical Damage,low,1.0,,no fault found
CLM-153095107,2025-02-28,ORD-2986156,DEV-8668326927,,high,1.0,10.0,customer reports intermittent issue
CLM-916602828,2025-07-23,ORD-3945901,DEV-2444920194,Sound Distortion,low,1.0,2.0,repeat failure
CLM-865143913,2025-12-09,ORD-8914590,DEV-3286531513,Connectivity,med,1.0,7.0,customer reports intermittent issue
CLM-690867955,2024-05-25,ORD-9664841,DEV-4643529664,Sound Distortion,med,,3.0,
CLM-579287162,2024-11-10,ORD-5921930,,Sound Distortion,high,0.0,7.0,repeat failure
CLM-130838763,2025-07-17,ORD-7742719,DEV-4132099194,Software,med,1.0,,customer reports intermittent issue
CLM-336963525,2025-07-27,ORD-8749389,DEV-8384831273,Battery,med,1.0,10.0,customer reports intermittent issue
CLM-683544044,2025-08-03,ORD-4956378,DEV-9417901370,Software,low,0.0,3.0,
CLM-751699426,2025-08-30,ORD-3587037,DEV-7723959672,Battery,med,1.0,3.0,customer reports intermittent issue
CLM-427657010,2024-07-27,ORD-3889411,DEV-4423928325,Sound Distortion,high,1.0,3.0,needs firmware
CLM-162524841,2024-06-07,ORD-7603844,DEV-2105285805,Connectivity,low,1.0,5.0,repeat failure
CLM-995872884,2025-05-24,ORD-5939664,DEV-7633746932,Sound Distortion,low,0.0,3.0,needs firmware
CLM-184149503,2024-10-22,ORD-4565696,,Software,med,1.0,7.0,customer reports intermittent issue
CLM-610553813,2025-07-14,ORD-5851845,DEV-4653928344,Sound Distortion,low,1.0,3.0,needs firmware
CLM-144814021,2024-05-02,ORD-8271311,,Connectivity,med,0.0,10.0,repeat failure
CLM-815592573,2024-06-01,ORD-8482005,DEV-2247117108,Software,med,1.0,5.0,customer reports intermittent issue
CLM-388450890,2024-10-20,OR-5835686,DEV-8594448502,Overheating,low,1.0,2.0,customer reports intermittent issue
CLM-688525058,2024-04-12,ORD-3186738,DEV-9862615427,Software,low,1.0,7.0,no fault found
CLM-818943446,2024-05-30,OR-5222761,DEV-5672946587,Software,critical,1.0,3.0,customer reports intermittent issue
CLM-370483713,2025-07-30,ORD-7946257,DEV-4117629383,Connectivity,low,1.0,2.0,no fault found
CLM-446779613,2025-09-04,ORD-4792004,DEV-3322645145,Physical Damage,low,1.0,2.0,customer reports intermittent issue
CLM-880127771,2024-12-09,ORD-6782304,DEV-7839559554,Battery,high,1.0,10.0,needs firmware
CLM-318225230,2024-02-07,ORD-6070510,DEV-8553476134,Software,low,1.0,3.0,customer reports intermittent issue
CLM-107052675,2024-11-29,ORD-5842344,DEV-4916180385,Physical Damage,med,0.0,7.0,
CLM-142318593,2024-12-04,ORD-9070270,DEV-9106332736,Software,low,1.0,5.0,needs firmware
CLM-930161591,2025-03-19,ORD-6834342,DEV-9415186200,Overheating,med,0.0,,repeat failure
CLM-861258282,2025-06-12,ORD-1512747,DEV-8749877916,Physical Damage,low,0.0,3.0,no fault found
CLM-247418769,2024-04-10,ORD-4792004,DEV-3751335052,Connectivity,med,0.0,3.0,
CLM-680270487,2024-05-11,ORD-8397211,DEV-3773688130,Physical Damage,med,0.0,3.0,repeat failure
CLM-499141684,2025-07-01,ORD-7074551,DEV-3215289244,Sound Distortion,low,1.0,5.0,customer reports intermittent issue
CLM-131179344,2025-04-17,ORD-1920534,DEV-9048891961,Connectivity,high,1.0,10.0,
CLM-969743913,2024-05-25,OR-6540189,DEV-1894996931,Battery,med,0.0,10.0,repeat failure
CLM-419836508,2024-05-06,ORD-1323410,DEV-7732115563,Connectivity,med,1.0,5.0,repeat failure
CLM-579998511,02/12/2024,ORD-8814509,DEV-6195140826,Overheating,low,1.0,7.0,customer reports intermittent issue
CLM-946003769,2024-11-18,ORD-6755604,DEV-1894996931,Sound Distortion,med,1.0,10.0,
CLM-836760330,2025-01-04,ORD-6663945,DEV-3775055328,Software,low,1.0,5.0,customer reports intermittent issue
CLM-821579865,2024-09-24,ORD-2782312,DEV-3532764887,Connectivity,med,0.0,2.0,
CLM-732354706,2025-02-14,ORD-1009670,DEV-4309003778,Sound Distortion,low,1.0,3.0,customer reports intermittent issue
CLM-837210346,2024-10-29,ORD-4943649,DEV-1599433930,Software,high,1.0,10.0,repeat failure
CLM-344110172,2025-01-09,ORD-5241208,DEV-1982023149,Battery,med,1.0,3.0,customer reports intermittent issue
